"NOMPROV","PROV","NOMDEPTO","DEPTO","FRAC","RADIO","TIPO","LINK","OBS2020","link_chr","codigo","indice_envejecimiento","pct_pob_65_mas","pct_pob_80_mas","tasa_actividad","tasa_empleo","pct_sin_agua_red","pct_desague_sin_red"
"NEUQUEN","58","Confluencia","035","09","08","U","580350908",NA,"580350908",580350908,54.35,9.51,1.81,68,63.31,0.8,1.3
"NEUQUEN","58","Confluencia","035","31","08","U","580353108",NA,"580353108",580353108,92.86,14.94,2.59,63.97,62.63,1.5,1.5
"NEUQUEN","58","Confluencia","035","08","14","U","580350814",NA,"580350814",580350814,85.56,15.34,2.99,66.19,59.47,2.8,1.4
"NEUQUEN","58","Confluencia","035","09","11","U","580350911",NA,"580350911",580350911,36.59,7.12,0.79,65.13,60.12,1.8,13.9
"NEUQUEN","58","Confluencia","035","26","06","U","580352606",NA,"580352606",580352606,48.86,10.17,2.36,60.65,56.24,1,1.7
"NEUQUEN","58","Confluencia","035","18","08","U","580351808",NA,"580351808",580351808,15.71,4.8,0.87,76.07,71.78,3.7,96.3
"NEUQUEN","58","Confluencia","035","07","04","U","580350704",NA,"580350704",580350704,46.62,8.63,0.88,69.07,64.26,0.7,2.4
"NEUQUEN","58","Confluencia","035","22","16","U","580352216",NA,"580352216",580352216,68.63,14,4.8,62.32,58.13,1.7,3.3
"NEUQUEN","58","Confluencia","035","09","20","U","580350920",NA,"580350920",580350920,7.22,2.17,0.31,71.15,64.64,0.5,18.5
"NEUQUEN","58","Confluencia","035","24","12","U","580352412",NA,"580352412",580352412,44.28,10.06,0.75,64.37,57.9,0.8,3.3
"NEUQUEN","58","Confluencia","035","21","19","U","580352119",NA,"580352119",580352119,15.66,4.79,0.46,70,63.7,7.7,6.4
"NEUQUEN","58","Confluencia","035","22","18","U","580352218",NA,"580352218",580352218,32.19,8.79,1.87,60.15,55.64,1.7,0.6
"NEUQUEN","58","Confluencia","035","18","11","U","580351811",NA,"580351811",580351811,12.5,3.59,0.36,69.63,65.68,1.5,94.4
"NEUQUEN","58","Confluencia","035","29","02","U","580352902",NA,"580352902",580352902,58.72,12.58,1.64,63.94,59.16,0.3,1.4
"NEUQUEN","58","Confluencia","035","07","06","U","580350706",NA,"580350706",580350706,54.13,10.23,0.95,66.98,62.37,1,1.5
"NEUQUEN","58","Confluencia","035","22","17","U","580352217",NA,"580352217",580352217,53.93,11.47,2.2,61.35,54.61,1.7,0.2
"NEUQUEN","58","Confluencia","035","29","04","U","580352904",NA,"580352904",580352904,16.37,4.33,0.56,69.46,63.45,0,8.7
"NEUQUEN","58","Confluencia","035","09","12","U","580350912",NA,"580350912",580350912,66.84,12.95,1.33,61.61,57.39,0.6,1.2
"NEUQUEN","58","Confluencia","035","08","15","U","580350815",NA,"580350815",580350815,57.38,11.27,1.39,68.95,64.21,2.6,2.6
"NEUQUEN","58","Confluencia","035","07","05","U","580350705",NA,"580350705",580350705,27.7,5.81,0.59,71.94,66.18,0.9,9.2
"NEUQUEN","58","Confluencia","035","26","10","U","580352610",NA,"580352610",580352610,38.3,6.87,1.02,64.47,58.35,0.7,1
"NEUQUEN","58","Confluencia","035","26","09","U","580352609",NA,"580352609",580352609,34.64,7.39,1.31,63.26,58.07,0,0.3
"NEUQUEN","58","Confluencia","035","07","07","U","580350707",NA,"580350707",580350707,35.76,7.31,0.41,72.17,65.5,1.7,0.9
"NEUQUEN","58","Confluencia","035","09","21","U","580350921",NA,"580350921",580350921,45.98,6.73,1.01,63.48,56.64,0.5,2.6
"NEUQUEN","58","Confluencia","035","37","07","U","580353707",NA,"580353707",580353707,23.91,5.98,1.63,71.83,66.2,14.5,82.4
"NEUQUEN","58","Confluencia","035","37","08","U","580353708",NA,"580353708",580353708,57.98,7.33,1.91,67.03,60.27,1.2,10.2
"NEUQUEN","58","Confluencia","035","38","06","U","580353806",NA,"580353806",580353806,33.85,6.73,1.83,65.31,61.22,2.7,34.5
"NEUQUEN","58","Confluencia","035","29","09","U","580352909",NA,"580352909",580352909,32.7,6.83,0.53,68.14,63.07,1.3,1.3
"NEUQUEN","58","Confluencia","035","07","16","U","580350716",NA,"580350716",580350716,63.08,11.08,1.35,69.16,63.31,0.4,2.4
"NEUQUEN","58","Confluencia","035","29","10","U","580352910",NA,"580352910",580352910,44.51,10.4,1.93,65.68,60.43,0.4,4.5
"NEUQUEN","58","Confluencia","035","18","10","U","580351810",NA,"580351810",580351810,15.02,4.47,0.56,74.17,71.46,2,97.2
"NEUQUEN","58","Confluencia","035","22","21","U","580352221",NA,"580352221",580352221,17.13,4.44,0.48,65.24,59.4,2.3,7.3
"NEUQUEN","58","Confluencia","035","22","19","U","580352219",NA,"580352219",580352219,48.13,11.12,1.98,54.52,50.47,0.4,2.3
"NEUQUEN","58","Confluencia","035","26","12","U","580352612",NA,"580352612",580352612,70.97,15.52,4.94,57.65,53.22,1,2.1
"NEUQUEN","58","Confluencia","035","09","22","U","580350922",NA,"580350922",580350922,46.15,10.36,1.73,67.18,63.46,4.7,7.5
"NEUQUEN","58","Confluencia","035","29","05","U","580352905",NA,"580352905",580352905,77.98,13.79,1.95,61.43,56.78,2.3,4.1
"NEUQUEN","58","Confluencia","035","26","11","U","580352611",NA,"580352611",580352611,53.01,10.19,1.68,61.96,56.49,0.9,1.5
"NEUQUEN","58","Confluencia","035","22","20","U","580352220",NA,"580352220",580352220,40.98,9.4,2.51,57.53,52.77,1.5,2.3
"NEUQUEN","58","Confluencia","035","10","10","U","580351010",NA,"580351010",580351010,17.33,4.67,0.36,68.84,63.28,5.9,95.6
"NEUQUEN","58","Confluencia","035","18","09","U","580351809",NA,"580351809",580351809,14.15,4.36,0.29,78.24,74.9,5.3,98.5
"NEUQUEN","58","Confluencia","035","07","15","U","580350715",NA,"580350715",580350715,25.11,5.85,0.51,72.4,66.49,1.3,3.1
"NEUQUEN","58","Confluencia","035","07","17","U","580350717",NA,"580350717",580350717,110.29,16.16,2.59,61,58.75,0,2.2
"NEUQUEN","58","Confluencia","035","24","20","U","580352420",NA,"580352420",580352420,13.51,3.25,0.65,65.35,63.1,2.8,19.6
"NEUQUEN","58","Confluencia","035","09","13","U","580350913",NA,"580350913",580350913,61.68,10.53,1.59,65.85,59.1,0.9,2.3
"NEUQUEN","58","Confluencia","035","09","14","U","580350914",NA,"580350914",580350914,58.82,10.81,0.27,65.37,61.47,0.3,1
"NEUQUEN","58","Confluencia","035","29","06","U","580352906",NA,"580352906",580352906,94.08,16.56,4.27,56.21,51.32,2.7,7.5
"NEUQUEN","58","Confluencia","035","06","19","U","580350619",NA,"580350619",580350619,129.75,20.63,3.02,63.73,59.26,1.2,2.1
"NEUQUEN","58","Confluencia","035","29","08","U","580352908",NA,"580352908",580352908,46.99,10.13,1.3,64.9,58.15,0.4,0.7
"NEUQUEN","58","Confluencia","035","37","10","U","580353710",NA,"580353710",580353710,25,4.24,0.75,64.16,58.26,1.2,5.6
"NEUQUEN","58","Confluencia","035","37","09","U","580353709",NA,"580353709",580353709,34.71,7.71,1.18,70.1,66.28,0.7,18.5
"NEUQUEN","58","Confluencia","035","29","07","U","580352907",NA,"580352907",580352907,63.47,13.05,2.34,63.55,58.19,1,3.4
"NEUQUEN","58","Confluencia","035","24","13","U","580352413",NA,"580352413",580352413,9.13,2.35,0.22,68.41,63.76,0.4,8.9
"NEUQUEN","58","Confluencia","035","38","08","U","580353808",NA,"580353808",580353808,41.76,8.72,0.98,66.36,60.4,0.7,18.8
"NEUQUEN","58","Confluencia","035","06","01","U","580350601",NA,"580350601",580350601,34.54,7.46,0.89,72.75,68.19,3.5,34.1
"NEUQUEN","58","Confluencia","035","26","13","U","580352613",NA,"580352613",580352613,46.12,10.41,1.86,61.44,56.34,0.6,0.6
"NEUQUEN","58","Confluencia","035","09","23","U","580350923",NA,"580350923",580350923,52.15,10.98,0.9,61,54.09,0,1.6
"NEUQUEN","58","Confluencia","035","06","02","U","580350602",NA,"580350602",580350602,234.09,22.1,3,66.04,62.26,0.7,1.5
"NEUQUEN","58","Confluencia","035","09","17","U","580350917",NA,"580350917",580350917,64.15,12.39,1.82,59.56,53.78,2.9,1.8
"NEUQUEN","58","Confluencia","035","09","16","U","580350916",NA,"580350916",580350916,50.46,10.17,1.29,67.5,62.6,0.6,0.6
"NEUQUEN","58","Confluencia","035","09","15","U","580350915",NA,"580350915",580350915,45.25,9.87,1.18,64.5,58.25,0.6,2.8
"NEUQUEN","58","Confluencia","035","10","02","U","580351002",NA,"580351002",580351002,61.39,10.09,1.56,66.59,61.93,0.3,1.6
"NEUQUEN","58","Confluencia","035","38","12","U","580353812",NA,"580353812",580353812,19.84,4.69,0.28,67.37,62.19,1.5,95.1
"NEUQUEN","58","Confluencia","035","10","01","U","580351001",NA,"580351001",580351001,50.85,7.54,1.26,65.66,60.89,1.8,2.9
"NEUQUEN","58","Confluencia","035","29","14","U","580352914",NA,"580352914",580352914,50.94,8.37,1.03,67.52,61.44,0.8,2.5
"NEUQUEN","58","Confluencia","035","07","09","U","580350709",NA,"580350709",580350709,48.63,10.53,2.01,63.89,57.5,0.7,4.5
"NEUQUEN","58","Confluencia","035","07","08","U","580350708",NA,"580350708",580350708,46.95,10.25,1.33,64.68,60.86,2.5,2.1
"NEUQUEN","58","Confluencia","035","07","18","U","580350718",NA,"580350718",580350718,59.48,12.8,1.13,64.54,59.75,0,5.2
"NEUQUEN","58","Confluencia","035","29","11","U","580352911",NA,"580352911",580352911,60.18,12.79,2.4,68.03,62.02,0.3,1.9
"NEUQUEN","58","Confluencia","035","18","12","U","580351812",NA,"580351812",580351812,10.26,2.84,0.24,75.48,72.26,3.3,95.4
"NEUQUEN","58","Confluencia","035","26","14","U","580352614",NA,"580352614",580352614,23.04,6.35,0.6,63.12,59.58,0.4,0.7
"NEUQUEN","58","Confluencia","035","04","03","U","580350403",NA,"580350403",580350403,70.73,11.35,1.96,71.72,67.13,0.8,1.1
"NEUQUEN","58","Confluencia","035","04","01","U","580350401",NA,"580350401",580350401,85.51,10.87,2.39,76.67,71.88,1,2.4
"NEUQUEN","58","Confluencia","035","05","01","U","580350501",NA,"580350501",580350501,111.29,11,1.44,80.18,74.51,1.8,0.8
"NEUQUEN","58","Confluencia","035","05","05","U","580350505",NA,"580350505",580350505,80.56,7.87,1.49,77.73,71.15,1.9,0.9
"NEUQUEN","58","Confluencia","035","05","02","U","580350502",NA,"580350502",580350502,142.25,20.36,4.44,61.43,58.89,1.7,0.9
"NEUQUEN","58","Confluencia","035","05","03","U","580350503",NA,"580350503",580350503,130.21,19.23,4.62,60.28,56.21,2.3,1.3
"NEUQUEN","58","Confluencia","035","05","04","U","580350504",NA,"580350504",580350504,77.33,14.32,2.22,64.72,61.43,1.3,1.3
"NEUQUEN","58","Confluencia","035","04","05","U","580350405",NA,"580350405",580350405,66.67,7.66,2.03,74.26,69.3,4.7,2.5
"NEUQUEN","58","Confluencia","035","38","07","U","580353807",NA,"580353807",580353807,46.98,8.94,0.64,66.41,61.43,1,22.2
"NEUQUEN","58","Confluencia","035","38","16","U","580353816",NA,"580353816",580353816,52.69,11.04,2.26,63.35,59.63,5.3,94.3
"NEUQUEN","58","Confluencia","035","10","15","U","580351015",NA,"580351015",580351015,62.33,10.06,1.99,69.82,64.77,0.6,0.8
"NEUQUEN","58","Confluencia","035","04","04","U","580350404",NA,"580350404",580350404,75,11.14,0.7,69.65,65.04,3.1,3.7
"NEUQUEN","58","Confluencia","035","07","10","U","580350710",NA,"580350710",580350710,71.36,13.17,2.24,65.33,59.72,2.2,5.5
"NEUQUEN","58","Confluencia","035","18","13","U","580351813",NA,"580351813",580351813,16.44,4.44,0.37,73.63,68.66,12.2,93.9
"NEUQUEN","58","Confluencia","035","04","06","U","580350406",NA,"580350406",580350406,57.76,10.47,0.78,65.42,60.37,3.1,2.7
"NEUQUEN","58","Confluencia","035","04","07","U","580350407",NA,"580350407",580350407,41.15,9.74,1.46,65.02,60.44,2.7,21.8
"NEUQUEN","58","Confluencia","035","37","11","U","580353711",NA,"580353711",580353711,6.63,2.36,0.18,72.58,66.4,5.8,81.3
"NEUQUEN","58","Confluencia","035","29","12","U","580352912",NA,"580352912",580352912,26.71,6.66,1.71,68.23,65.32,1.9,28.5
"NEUQUEN","58","Confluencia","035","37","12","U","580353712",NA,"580353712",580353712,50,10.39,1.32,64.33,58.83,4.5,53.1
"NEUQUEN","58","Confluencia","035","22","23","U","580352223",NA,"580352223",580352223,6.76,2.42,0.16,62.56,59.9,7.7,20.9
"NEUQUEN","58","Confluencia","035","26","17","U","580352617",NA,"580352617",580352617,6.47,2.31,0.39,70.62,66.93,0.4,0.8
"NEUQUEN","58","Confluencia","035","10","14","U","580351014",NA,"580351014",580351014,18.59,3.36,0.69,71.03,64.69,2.3,1.3
"NEUQUEN","58","Confluencia","035","04","02","U","580350402",NA,"580350402",580350402,85.12,14.88,5.2,69.78,64.42,1.6,3.1
"NEUQUEN","58","Confluencia","035","38","14","U","580353814",NA,"580353814",580353814,37.09,8.26,1.33,65.13,59.78,0.4,96.1
"NEUQUEN","58","Confluencia","035","05","06","U","580350506",NA,"580350506",580350506,126.98,18.78,4.46,67.4,62.19,1.9,1.9
"NEUQUEN","58","Confluencia","035","07","12","U","580350712",NA,"580350712",580350712,78.99,14.33,2.44,65.87,62.2,0.4,2.5
"NEUQUEN","58","Confluencia","035","29","13","U","580352913",NA,"580352913",580352913,36.49,7.31,1.08,67.44,62.13,3,38.2
"NEUQUEN","58","Confluencia","035","18","14","U","580351814",NA,"580351814",580351814,23.62,6.55,0.76,66.57,62.61,10.7,96.3
"NEUQUEN","58","Confluencia","035","26","15","U","580352615",NA,"580352615",580352615,15.91,3.73,0.36,69.34,64.3,0,1.2
"NEUQUEN","58","Confluencia","035","38","13","U","580353813",NA,"580353813",580353813,23.18,5.92,1.18,69.8,65.65,3.6,95.9
"NEUQUEN","58","Confluencia","035","09","18","U","580350918",NA,"580350918",580350918,20.5,4.26,0.26,69.22,61.77,2.7,3.8
"NEUQUEN","58","Confluencia","035","10","12","U","580351012",NA,"580351012",580351012,48.5,9.63,0.77,68.78,63.92,0.8,2
"NEUQUEN","58","Confluencia","035","29","15","U","580352915",NA,"580352915",580352915,65.08,12.71,2.07,65.19,60.76,4.1,4.1
"NEUQUEN","58","Confluencia","035","18","16","U","580351816",NA,"580351816",580351816,53.3,10.42,1.66,66.63,62.57,2,53.4
"NEUQUEN","58","Confluencia","035","04","10","U","580350410",NA,"580350410",580350410,100,15.82,2.28,61.58,56.95,2,1.2
"NEUQUEN","58","Confluencia","035","04","09","U","580350409",NA,"580350409",580350409,84.11,13.85,2.77,64.23,58.76,9.4,9.8
"NEUQUEN","58","Confluencia","035","07","13","U","580350713",NA,"580350713",580350713,82.76,13.89,1.5,63.8,59.7,1,1.3
"NEUQUEN","58","Confluencia","035","07","20","U","580350720",NA,"580350720",580350720,65.05,12.52,1.68,69.02,64.69,1.6,2.6
"NEUQUEN","58","Confluencia","035","07","11","U","580350711",NA,"580350711",580350711,64.18,13.03,1.52,63.2,58.36,0.9,3
"NEUQUEN","58","Confluencia","035","38","11","U","580353811",NA,"580353811",580353811,19.33,4.82,0.63,75.35,72.3,0,90.5
"NEUQUEN","58","Confluencia","035","07","19","U","580350719",NA,"580350719",580350719,71.09,13.62,1.95,64.38,59.67,0.8,2
"NEUQUEN","58","Confluencia","035","26","16","U","580352616",NA,"580352616",580352616,17.24,3.72,0.15,64.62,57.36,0.5,1.4
"NEUQUEN","58","Confluencia","035","04","08","U","580350408",NA,"580350408",580350408,52.6,10.48,1.61,71.49,68.23,1.5,3.4
"NEUQUEN","58","Confluencia","035","06","03","U","580350603",NA,"580350603",580350603,182.61,24.85,5.92,61.04,57.21,0.9,1.3
"NEUQUEN","58","Confluencia","035","04","11","U","580350411",NA,"580350411",580350411,118.31,16.63,2.57,63.39,56.52,1.8,2.3
"NEUQUEN","58","Confluencia","035","06","18","U","580350618",NA,"580350618",580350618,168.97,21.63,4.19,57.25,52,1.3,2.1
"NEUQUEN","58","Confluencia","035","06","17","U","580350617",NA,"580350617",580350617,117.78,17.88,4.55,66.87,62.1,2.9,1.4
"NEUQUEN","58","Confluencia","035","05","09","U","580350509",NA,"580350509",580350509,116.28,15.29,4.89,72.76,68.28,0.6,0
"NEUQUEN","58","Confluencia","035","05","08","U","580350508",NA,"580350508",580350508,176.36,20.64,8.3,68.35,65.71,3.1,1.2
"NEUQUEN","58","Confluencia","035","05","07","U","580350507",NA,"580350507",580350507,100,15.56,5.93,68.51,63.85,0,1.5
"NEUQUEN","58","Confluencia","035","05","12","U","580350512",NA,"580350512",580350512,103.96,15.63,4.46,70.19,61.35,2,0.8
"NEUQUEN","58","Confluencia","035","28","02","U","580352802",NA,"580352802",580352802,114.29,14.73,2.03,68.63,65.68,1.8,0.7
"NEUQUEN","58","Confluencia","035","05","14","U","580350514",NA,"580350514",580350514,156,20.31,5.21,64.44,59.53,1,2.2
"NEUQUEN","58","Confluencia","035","07","14","U","580350714",NA,"580350714",580350714,63.91,12.96,2.44,57.52,54.14,0.9,1.8
"NEUQUEN","58","Confluencia","035","28","01","U","580352801",NA,"580352801",580352801,169.23,16.54,4.01,70.03,66.21,1.3,1.7
"NEUQUEN","58","Confluencia","035","37","13","U","580353713",NA,"580353713",580353713,23.53,5.54,1.11,70.5,67.27,4.3,7.9
"NEUQUEN","58","Confluencia","035","38","15","U","580353815",NA,"580353815",580353815,47.31,9.31,1.3,67.53,62.79,4.7,96
"NEUQUEN","58","Confluencia","035","38","09","U","580353809",NA,"580353809",580353809,26.72,6.47,1.67,68.55,64.78,8.2,5.3
"NEUQUEN","58","Confluencia","035","32","03","U","580353203",NA,"580353203",580353203,40.16,8.84,1.21,70.55,63.96,1.8,1.4
"NEUQUEN","58","Confluencia","035","10","03","U","580351003",NA,"580351003",580351003,98.31,16,3.17,64.02,59.81,0.7,2.3
"NEUQUEN","58","Confluencia","035","37","16","U","580353716",NA,"580353716",580353716,87.37,15.87,5.35,63.82,60.14,2.2,6.3
"NEUQUEN","58","Confluencia","035","10","05","U","580351005",NA,"580351005",580351005,72.09,14.49,2.34,65.39,59.85,0,1.2
"NEUQUEN","58","Confluencia","035","26","18","M","580352618",NA,"580352618",580352618,10.2,3.5,0.7,80.85,78.72,13.5,15.4
"NEUQUEN","58","Confluencia","035","05","13","U","580350513",NA,"580350513",580350513,155.88,24.04,4.76,55.03,48.94,2.4,1.9
"NEUQUEN","58","Confluencia","035","24","22","U","580352422",NA,"580352422",580352422,3,1.01,0.18,75.9,71.35,0.8,2.5
"NEUQUEN","58","Confluencia","035","24","21","U","580352421",NA,"580352421",580352421,5.57,1.46,0.18,68.12,64.86,0.3,2.8
"NEUQUEN","58","Confluencia","035","10","13","U","580351013",NA,"580351013",580351013,60.95,8.1,1.14,63.83,59.51,1.8,0
"NEUQUEN","58","Confluencia","035","10","16","U","580351016",NA,"580351016",580351016,46.84,8.54,1.27,62.78,58.47,0.3,3
"NEUQUEN","58","Confluencia","035","32","02","U","580353202",NA,"580353202",580353202,44.95,8.03,1.31,68.48,64.01,0.4,8.4
"NEUQUEN","58","Confluencia","035","32","04","U","580353204",NA,"580353204",580353204,69.72,12.96,2.09,67.09,62.82,3.3,2.7
"NEUQUEN","58","Confluencia","035","06","05","U","580350605",NA,"580350605",580350605,98.69,17.38,3.45,65.89,61.76,1.4,0.8
"NEUQUEN","58","Confluencia","035","32","05","U","580353205",NA,"580353205",580353205,60.84,14.12,4.06,63.69,58.92,0.9,6.1
"NEUQUEN","58","Confluencia","035","32","06","U","580353206",NA,"580353206",580353206,64.33,13.48,4.41,61.9,56.91,0,1.9
"NEUQUEN","58","Confluencia","035","32","07","U","580353207",NA,"580353207",580353207,65.33,12.58,2.18,67.03,62.32,1.5,0
"NEUQUEN","58","Confluencia","035","06","07","U","580350607",NA,"580350607",580350607,100,16.93,2.7,64.58,58.81,2.3,2.7
"NEUQUEN","58","Confluencia","035","06","06","U","580350606",NA,"580350606",580350606,62.6,10.59,0.83,63.62,57.59,3,3.4
"NEUQUEN","58","Confluencia","035","04","13","U","580350413",NA,"580350413",580350413,125,15.37,3.62,66.8,63.11,0.8,1.2
"NEUQUEN","58","Confluencia","035","06","04","U","580350604",NA,"580350604",580350604,161.54,21.69,5.16,58.9,53.23,0.4,1.6
"NEUQUEN","58","Confluencia","035","10","19","U","580351019",NA,"580351019",580351019,103.6,18.05,2.35,65.28,60.75,1.6,2
"NEUQUEN","58","Confluencia","035","05","15","U","580350515",NA,"580350515",580350515,97.67,11.51,4.38,77.09,73.37,2.2,0.4
"NEUQUEN","58","Confluencia","035","28","05","U","580352805",NA,"580352805",580352805,113.24,13.3,3.11,71.68,66.8,2.1,0.3
"NEUQUEN","58","Confluencia","035","28","04","U","580352804",NA,"580352804",580352804,100,12.24,3.7,73.25,70.13,1.6,1.6
"NEUQUEN","58","Confluencia","035","28","03","U","580352803",NA,"580352803",580352803,156.1,16.54,3.36,72.41,66.38,0.5,1
"NEUQUEN","58","Confluencia","035","04","12","U","580350412",NA,"580350412",580350412,97.59,14.34,3.36,64.14,60.86,2.4,0.8
"NEUQUEN","58","Confluencia","035","27","01","U","580352701",NA,"580352701",580352701,100.78,17.79,5.38,62.05,56.11,1.4,0
"NEUQUEN","58","Confluencia","035","27","02","U","580352702",NA,"580352702",580352702,163.54,22.62,3.89,61.03,57.05,1.3,1
"NEUQUEN","58","Confluencia","035","32","01","U","580353201",NA,"580353201",580353201,91.18,13.27,1.28,60.69,55.1,0.4,0.7
"NEUQUEN","58","Confluencia","035","27","03","U","580352703",NA,"580352703",580352703,54.11,11.67,3.64,67.13,62,1.6,3.2
"NEUQUEN","58","Confluencia","035","18","15","U","580351815",NA,"580351815",580351815,26.44,6.95,0.6,68.02,65.18,30.7,93
"NEUQUEN","58","Confluencia","035","37","14","U","580353714",NA,"580353714",580353714,90.57,16.46,2.74,62.21,57.52,2.4,11.7
"NEUQUEN","58","Confluencia","035","06","12","U","580350612",NA,"580350612",580350612,135,19.12,4.82,65.3,61.05,2,2.3
"NEUQUEN","58","Confluencia","035","37","15","U","580353715",NA,"580353715",580353715,73.37,14.11,3.64,61.42,57.24,1.5,3.6
"NEUQUEN","58","Confluencia","035","06","13","U","580350613",NA,"580350613",580350613,120,14.32,3.47,74.82,70.42,1.1,1.1
"NEUQUEN","58","Confluencia","035","04","15","U","580350415",NA,"580350415",580350415,134.09,15.67,2.12,67.31,60.6,1.6,1.6
"NEUQUEN","58","Confluencia","035","10","22","U","580351022",NA,"580351022",580351022,33.57,5.96,0.99,64.39,59.64,1.6,1.6
"NEUQUEN","58","Confluencia","035","04","14","U","580350414",NA,"580350414",580350414,63.13,10.98,1.65,69.15,62.05,4.1,3.5
"NEUQUEN","58","Confluencia","035","05","10","U","580350510",NA,"580350510",580350510,155.32,17.76,5.11,69.86,65.21,0.9,0.9
"NEUQUEN","58","Confluencia","035","28","11","U","580352811",NA,"580352811",580352811,216.33,21.5,6.9,68.23,64.65,1.4,1.4
"NEUQUEN","58","Confluencia","035","32","08","U","580353208",NA,"580353208",580353208,83.47,14.41,3.71,67.86,63.27,1.3,1.9
"NEUQUEN","58","Confluencia","035","38","10","U","580353810",NA,"580353810",580353810,41.41,9.69,0.95,63.06,60.66,4.7,74.7
"NEUQUEN","58","Confluencia","035","06","22","U","580350622",NA,"580350622",580350622,130.43,15.68,3.48,69.47,59.88,1.6,1
"NEUQUEN","58","Confluencia","035","27","04","U","580352704",NA,"580352704",580352704,80.88,13.84,2.27,63.73,59.22,1.8,2.3
"NEUQUEN","58","Confluencia","035","05","11","U","580350511",NA,"580350511",580350511,124.07,16.5,3.94,73.37,69.97,2.2,1.7
"NEUQUEN","58","Confluencia","035","28","08","U","580352808",NA,"580352808",580352808,139.56,17.33,3.96,68.72,63.79,1.6,1.6
"NEUQUEN","58","Confluencia","035","24","23","U","580352423",NA,"580352423",580352423,23.65,5.04,1.44,69.16,63.99,0.4,4.9
"NEUQUEN","58","Confluencia","035","14","02","U","580351402",NA,"580351402",580351402,81,13.68,2.87,68.27,63.25,0.4,13.5
"NEUQUEN","58","Confluencia","035","28","10","U","580352810",NA,"580352810",580352810,150,15.73,4.03,72.36,67.87,1.7,2
"NEUQUEN","58","Confluencia","035","10","07","U","580351007",NA,"580351007",580351007,83.2,15.5,1.79,64.08,61.01,1.1,2.2
"NEUQUEN","58","Confluencia","035","10","20","U","580351020",NA,"580351020",580351020,81.05,13.37,2.78,65.02,59.05,2.1,3.8
"NEUQUEN","58","Confluencia","035","10","04","U","580351004",NA,"580351004",580351004,57.86,11.04,1.44,70.09,66.42,0.8,1.9
"NEUQUEN","58","Confluencia","035","10","17","U","580351017",NA,"580351017",580351017,75,12.95,2.31,66.15,62.18,2.6,3.1
"NEUQUEN","58","Confluencia","035","32","14","U","580353214",NA,"580353214",580353214,72.61,13.29,1.86,64.89,60.39,0.8,3.1
"NEUQUEN","58","Confluencia","035","32","13","U","580353213",NA,"580353213",580353213,40.12,8.78,0.89,70.47,65.97,1.3,4.2
"NEUQUEN","58","Confluencia","035","27","05","U","580352705",NA,"580352705",580352705,65.79,13.13,1.23,67.39,61.77,0.9,0
"NEUQUEN","58","Confluencia","035","38","17","U","580353817",NA,"580353817",580353817,60.71,11.92,2.1,65.81,62.05,2.3,92.8
"NEUQUEN","58","Confluencia","035","32","12","U","580353212",NA,"580353212",580353212,157.45,19.68,3.46,60.6,55.79,1.6,4.4
"NEUQUEN","58","Confluencia","035","32","10","U","580353210",NA,"580353210",580353210,85.86,15.63,2.57,61.81,58.94,1.9,3.8
"NEUQUEN","58","Confluencia","035","06","08","U","580350608",NA,"580350608",580350608,116,16.86,3.1,64.19,59.46,2.8,0.9
"NEUQUEN","58","Confluencia","035","06","09","U","580350609",NA,"580350609",580350609,96.1,15.91,2.15,67.43,61.32,3.3,1
"NEUQUEN","58","Confluencia","035","10","09","U","580351009",NA,"580351009",580351009,61.86,10.33,1.55,66.39,61.89,1.3,3.5
"NEUQUEN","58","Confluencia","035","06","21","U","580350621",NA,"580350621",580350621,175.61,18.23,2.78,70.42,66.48,1.4,0.5
"NEUQUEN","58","Confluencia","035","10","06","U","580351006",NA,"580351006",580351006,96.4,13.44,2.39,61.83,55.3,0.9,0.6
"NEUQUEN","58","Confluencia","035","37","17","U","580353717",NA,"580353717",580353717,70.47,13.41,4.54,62.22,57.57,1.2,11.9
"NEUQUEN","58","Confluencia","035","06","11","U","580350611",NA,"580350611",580350611,121.7,19.05,3.25,67.42,63.59,1.8,0.9
"NEUQUEN","58","Confluencia","035","18","17","U","580351817",NA,"580351817",580351817,40.73,9.04,1.34,65.91,61.48,2.7,69.4
"NEUQUEN","58","Confluencia","035","28","06","U","580352806",NA,"580352806",580352806,111.49,18.69,4.43,69.04,65.14,2.5,3.6
"NEUQUEN","58","Confluencia","035","28","07","U","580352807",NA,"580352807",580352807,51.66,10.84,2.79,60.87,54.98,4,13.1
"NEUQUEN","58","Confluencia","035","27","08","U","580352708",NA,"580352708",580352708,114.94,17.97,4.37,58.52,53.16,2,1.5
"NEUQUEN","58","Confluencia","035","27","06","U","580352706",NA,"580352706",580352706,112.37,19.64,2.7,52.03,48.82,0.9,1.4
"NEUQUEN","58","Confluencia","035","27","07","U","580352707",NA,"580352707",580352707,131.34,19.09,3.69,57.32,53.57,1,1.1
"NEUQUEN","58","Confluencia","035","10","18","U","580351018",NA,"580351018",580351018,43.75,9.8,2.38,65.55,59.05,12.5,89.5
"NEUQUEN","58","Confluencia","035","10","21","U","580351021",NA,"580351021",580351021,129.41,20.79,4.16,58.57,53.45,1.4,15.7
"NEUQUEN","58","Confluencia","035","32","11","U","580353211",NA,"580353211",580353211,54.1,10.38,1.57,67.55,61.89,1.6,2.4
