"NOMPROV","PROV","NOMDEPTO","DEPTO","FRAC","RADIO","TIPO","LINK","OBS2020","link_chr","codigo","indice_envejecimiento","pct_pob_65_mas","pct_pob_80_mas","tasa_actividad","tasa_empleo","pct_sin_agua_red","pct_desague_sin_red"
"NEUQUEN","58","Confluencia","035","17","14","U","580351714",NA,"580351714",580351714,58.65,11.45,2.64,63.73,57.45,2.4,5.2
"NEUQUEN","58","Confluencia","035","17","06","U","580351706",NA,"580351706",580351706,89.91,15.17,2.32,62.98,60.04,2.5,1.4
"NEUQUEN","58","Confluencia","035","36","05","U","580353605",NA,"580353605",580353605,8.54,2.92,0.42,72.09,64.72,4.7,80
"NEUQUEN","58","Confluencia","035","36","09","U","580353609",NA,"580353609",580353609,5.53,2.07,0,72.65,66.76,5.4,97.8
"NEUQUEN","58","Confluencia","035","17","05","U","580351705",NA,"580351705",580351705,46.07,9.69,2.36,68.53,65.88,1.9,23
"NEUQUEN","58","Confluencia","035","36","10","U","580353610",NA,"580353610",580353610,7.76,2.56,0.43,70.71,66.32,5.7,84.7
"NEUQUEN","58","Confluencia","035","36","12","U","580353612",NA,"580353612",580353612,3.85,1.14,0,79.94,77.07,1.2,5.5
"NEUQUEN","58","Confluencia","035","36","11","U","580353611",NA,"580353611",580353611,9.88,3.31,0.58,65.71,59.43,2.5,96.2
"NEUQUEN","58","Confluencia","035","16","10","M","580351610",NA,"580351610",580351610,27.87,7.45,1.75,75,73.05,45.7,81.3
"NEUQUEN","58","Confluencia","035","16","13","U","580351613",NA,"580351613",580351613,16.18,4.62,0.42,70.31,68.07,6,85.3
"NEUQUEN","58","Confluencia","035","16","15","U","580351615",NA,"580351615",580351615,13.04,2.86,0.95,80.95,72.62,81.4,97.6
"NEUQUEN","58","Confluencia","035","02","03","U","580350203",NA,"580350203",580350203,11.54,3.07,0,75.69,73.39,80.4,91
"NEUQUEN","58","Confluencia","035","16","12","U","580351612",NA,"580351612",580351612,85.71,13.57,1.81,58.64,56.02,1.1,8
"NEUQUEN","58","Confluencia","035","16","14","U","580351614",NA,"580351614",580351614,9.28,2.78,0.62,79.08,76.19,3.5,95.2
"NEUQUEN","58","Confluencia","035","21","01","M","580352101",NA,"580352101",580352101,23.17,6.15,0.97,71.27,64.36,23.9,65.4
"NEUQUEN","58","Confluencia","035","23","01","M","580352301",NA,"580352301",580352301,26.23,8,2.5,67.59,64.14,18.4,72.6
"NEUQUEN","58","Confluencia","035","22","01","M","580352201",NA,"580352201",580352201,27.94,7.59,1.07,63.48,58.33,62.2,91.7
"NEUQUEN","58","Confluencia","035","02","01","M","580350201",NA,"580350201",580350201,9.78,3.29,0.67,72.78,67.41,26,85.6
"NEUQUEN","58","Confluencia","035","02","04","U","580350204",NA,"580350204",580350204,25.93,7.62,0.97,65.28,60.27,80.8,92
"NEUQUEN","58","Confluencia","035","02","08","U","580350208",NA,"580350208",580350208,15.38,4.54,0.68,70.22,66.14,2.2,26.1
"NEUQUEN","58","Confluencia","035","16","16","U","580351616",NA,"580351616",580351616,6.49,2.15,0.36,69.13,64.38,84.5,96.2
"NEUQUEN","58","Confluencia","035","33","03","U","580353303",NA,"580353303",580353303,80,13.89,1.56,58.4,54.71,0.5,1.4
"NEUQUEN","58","Confluencia","035","19","03","U","580351903",NA,"580351903",580351903,82.63,17.21,3.18,60,55.78,1.2,15.4
"NEUQUEN","58","Confluencia","035","27","11","U","580352711",NA,"580352711",580352711,70.94,12.31,3.12,58.98,54.4,1.1,2.5
"NEUQUEN","58","Confluencia","035","19","05","U","580351905",NA,"580351905",580351905,71.92,13.54,3.15,66.22,61.43,0.5,7.5
"NEUQUEN","58","Confluencia","035","33","05","U","580353305",NA,"580353305",580353305,33.7,7.1,1.26,67.9,59.34,5.1,6.9
"NEUQUEN","58","Confluencia","035","13","01","U","580351301",NA,"580351301",580351301,94.87,15.5,4.33,66.06,61.94,2,3.5
"NEUQUEN","58","Confluencia","035","33","02","U","580353302",NA,"580353302",580353302,97.46,12.85,1.9,59.9,53.51,0.3,2.7
"NEUQUEN","58","Confluencia","035","27","12","U","580352712",NA,"580352712",580352712,68.93,13.22,2.79,64.71,59.95,1.4,1.9
"NEUQUEN","58","Confluencia","035","33","01","U","580353301",NA,"580353301",580353301,50,7.72,0.59,67.9,63.51,5.5,4.4
"NEUQUEN","58","Confluencia","035","12","05","U","580351205",NA,"580351205",580351205,87.8,15.86,4.26,63.78,58.13,0.8,1.2
"NEUQUEN","58","Confluencia","035","34","05","U","580353405",NA,"580353405",580353405,60.44,12.06,2.41,64.5,59.76,3,4.8
"NEUQUEN","58","Confluencia","035","14","04","U","580351404",NA,"580351404",580351404,34.29,5.51,1.07,70.02,65.17,1.2,3.3
"NEUQUEN","58","Confluencia","035","12","04","U","580351204",NA,"580351204",580351204,82.76,14.52,3.53,59.52,53.82,1.7,2.5
"NEUQUEN","58","Confluencia","035","34","01","U","580353401",NA,"580353401",580353401,92.25,13.21,3.88,71.78,66.62,2.6,3.1
"NEUQUEN","58","Confluencia","035","14","03","U","580351403",NA,"580351403",580351403,60,7.23,2.41,82.88,81.51,2.2,2.2
"NEUQUEN","58","Confluencia","035","33","04","U","580353304",NA,"580353304",580353304,10.19,3.49,0.44,68.93,63.11,8.3,4.2
"NEUQUEN","58","Confluencia","035","12","17","U","580351217",NA,"580351217",580351217,64.96,12.84,2.03,64.69,60.82,0.9,6.4
"NEUQUEN","58","Confluencia","035","19","02","U","580351902",NA,"580351902",580351902,66.36,13.94,2.55,62.27,58.49,1.6,14.9
"NEUQUEN","58","Confluencia","035","12","03","U","580351203",NA,"580351203",580351203,100.85,17.43,5.02,64.15,59.05,3.5,3.9
"NEUQUEN","58","Confluencia","035","12","02","U","580351202",NA,"580351202",580351202,68.83,12.5,2.12,73.56,66.95,2.5,1.5
"NEUQUEN","58","Confluencia","035","19","15","U","580351915",NA,"580351915",580351915,91,16.16,3.55,58.64,56.72,1.7,12.2
"NEUQUEN","58","Confluencia","035","19","16","U","580351916",NA,"580351916",580351916,26.92,5.94,0.51,65.53,62.77,4.8,70.9
"NEUQUEN","58","Confluencia","035","11","01","M","580351101",NA,"580351101",580351101,20.73,5.89,0.76,69.5,65.11,34.5,52.5
"NEUQUEN","58","Confluencia","035","13","02","U","580351302",NA,"580351302",580351302,70.91,11.89,1.83,69.53,64.52,6.6,7.9
"NEUQUEN","58","Confluencia","035","13","03","U","580351303",NA,"580351303",580351303,75.86,12.94,3.53,72.89,66.2,2.8,4.2
"NEUQUEN","58","Confluencia","035","27","15","U","580352715",NA,"580352715",580352715,87.72,14.84,3.12,62.96,57.5,3.4,4.8
"NEUQUEN","58","Confluencia","035","02","06","U","580350206",NA,"580350206",580350206,7.35,2.35,0,74.15,70.29,22.1,97.3
"NEUQUEN","58","Confluencia","035","02","05","U","580350205",NA,"580350205",580350205,27.1,7.14,0.85,67.8,62.36,81.1,94
"NEUQUEN","58","Confluencia","035","02","07","U","580350207",NA,"580350207",580350207,9.45,2.88,0.3,70.21,65.87,6.6,94.5
"NEUQUEN","58","Confluencia","035","21","03","U","580352103",NA,"580352103",580352103,75.41,13.79,2.1,59.12,55.23,2.4,6.9
"NEUQUEN","58","Confluencia","035","02","02","M","580350202",NA,"580350202",580350202,10.75,2.93,0,77.65,76.47,3.2,5.6
"NEUQUEN","58","Confluencia","035","03","02","M","580350302",NA,"580350302",580350302,148.63,21.07,4.17,54.81,51.9,1.2,7.1
"NEUQUEN","58","Confluencia","035","03","06","U","580350306",NA,"580350306",580350306,111.45,20.45,2.38,54.76,49.75,0.8,1.9
"NEUQUEN","58","Confluencia","035","03","05","U","580350305",NA,"580350305",580350305,59.59,13.74,1.58,59.24,55.22,5.5,14.7
"NEUQUEN","58","Confluencia","035","03","03","U","580350303",NA,"580350303",580350303,14.21,4.29,0.15,71.58,68,2.4,31.9
"NEUQUEN","58","Confluencia","035","03","07","U","580350307",NA,"580350307",580350307,97.92,18.29,2.72,63.05,58.18,1.5,1.1
"NEUQUEN","58","Confluencia","035","21","02","U","580352102",NA,"580352102",580352102,23.62,7.15,1.08,61.9,57.69,2.3,72.1
"NEUQUEN","58","Confluencia","035","03","04","U","580350304",NA,"580350304",580350304,7.72,2.31,0.12,71.13,65.07,0.8,9.2
"NEUQUEN","58","Confluencia","035","03","01","M","580350301",NA,"580350301",580350301,7.19,2,0,70.81,68.92,1.7,2.8
"NEUQUEN","58","Confluencia","035","02","13","U","580350213",NA,"580350213",580350213,6.83,2.36,0.34,73.42,67.34,4.4,81.6
"NEUQUEN","58","Confluencia","035","30","01","U","580353001",NA,"580353001",580353001,7.98,2.52,0.39,65.59,59.95,3.2,0.7
"NEUQUEN","58","Confluencia","035","30","02","U","580353002",NA,"580353002",580353002,7.05,2.48,0.46,75.93,68.46,0.9,3
"NEUQUEN","58","Confluencia","035","02","15","U","580350215",NA,"580350215",580350215,12.5,3.76,1.09,76.28,72.87,3.7,96.3
"NEUQUEN","58","Confluencia","035","31","06","U","580353106",NA,"580353106",580353106,13.91,3.85,0.83,73.68,71.19,3.8,5.6
"NEUQUEN","58","Confluencia","035","30","11","U","580353011",NA,"580353011",580353011,7.1,2.03,0,68.49,62.18,2.6,3.1
"NEUQUEN","58","Confluencia","035","21","04","U","580352104",NA,"580352104",580352104,98.15,19.16,2.41,58.79,53.62,2,3.3
"NEUQUEN","58","Confluencia","035","23","02","U","580352302",NA,"580352302",580352302,37.99,7.36,1.41,62.88,57.73,0.3,1.2
"NEUQUEN","58","Confluencia","035","30","05","U","580353005",NA,"580353005",580353005,5.64,2.08,0.36,70.54,63.62,1.5,92.3
"NEUQUEN","58","Confluencia","035","30","03","U","580353003",NA,"580353003",580353003,3.24,1.2,0.33,69.83,64.83,1.2,3.5
"NEUQUEN","58","Confluencia","035","22","02","U","580352202",NA,"580352202",580352202,25.22,5.51,0.97,65.05,61.29,2.3,2.1
"NEUQUEN","58","Confluencia","035","23","05","U","580352305",NA,"580352305",580352305,15.29,3.72,1.15,68.05,62.18,1.5,2.1
"NEUQUEN","58","Confluencia","035","03","08","U","580350308",NA,"580350308",580350308,5.23,1.42,0.35,77.91,72.21,1,1.2
"NEUQUEN","58","Confluencia","035","21","05","U","580352105",NA,"580352105",580352105,97.4,18.25,1.82,53.3,48.16,3.1,7.1
"NEUQUEN","58","Confluencia","035","03","09","U","580350309",NA,"580350309",580350309,24.78,4.78,0.85,72.22,68.11,1.7,3.8
"NEUQUEN","58","Confluencia","035","23","06","U","580352306",NA,"580352306",580352306,9.02,2.59,0.11,67.84,61.82,1,1
"NEUQUEN","58","Confluencia","035","18","02","M","580351802",NA,"580351802",580351802,28.65,7.34,1.44,67.49,62.74,91.2,97.3
"NEUQUEN","58","Confluencia","035","18","03","M","580351803",NA,"580351803",580351803,23.93,6.57,1.08,68.88,64.94,27.8,97.3
"NEUQUEN","58","Confluencia","035","23","03","U","580352303",NA,"580352303",580352303,53.98,10.82,0.89,63.2,58.66,1,3.1
"NEUQUEN","58","Confluencia","035","02","16","U","580350216",NA,"580350216",580350216,16.33,3.62,0,84.39,80.92,88,97.8
"NEUQUEN","58","Confluencia","035","03","11","U","580350311",NA,"580350311",580350311,36.78,7.84,1.35,69.36,65.7,0.6,1.2
"NEUQUEN","58","Confluencia","035","31","07","U","580353107",NA,"580353107",580353107,89.5,14.84,2.11,63.44,61.18,9,3.6
"NEUQUEN","58","Confluencia","035","23","07","U","580352307",NA,"580352307",580352307,5.24,1.55,0.36,70.18,64.51,0.4,1.2
"NEUQUEN","58","Confluencia","035","30","04","U","580353004",NA,"580353004",580353004,11.02,3.44,0.37,70.19,63.95,0.7,69.2
"NEUQUEN","58","Confluencia","035","03","12","U","580350312",NA,"580350312",580350312,12.33,3.24,0.6,70.87,67.56,1,2.3
"NEUQUEN","58","Confluencia","035","31","05","U","580353105",NA,"580353105",580353105,43.59,8.38,1.23,70.49,66.92,2.2,0.9
"NEUQUEN","58","Confluencia","035","23","04","U","580352304",NA,"580352304",580352304,77.09,15.16,2.53,60.27,54.36,1.2,3.5
"NEUQUEN","58","Confluencia","035","02","14","U","580350214",NA,"580350214",580350214,19.19,5.56,0.59,68.09,62.56,1.3,97.4
"NEUQUEN","58","Confluencia","035","30","06","U","580353006",NA,"580353006",580353006,6.62,2.19,0.24,66.55,61.92,0,80.8
"NEUQUEN","58","Confluencia","035","02","10","U","580350210",NA,"580350210",580350210,4.37,1.75,0.55,73.04,68.89,1.8,4.3
"NEUQUEN","58","Confluencia","035","30","10","U","580353010",NA,"580353010",580353010,5.74,1.6,0.4,68.57,64.11,0.5,1.5
"NEUQUEN","58","Confluencia","035","03","10","U","580350310",NA,"580350310",580350310,109.18,16.04,3.45,62.87,57.51,7.3,9.8
"NEUQUEN","58","Confluencia","035","02","12","U","580350212",NA,"580350212",580350212,4.06,1.67,0.37,74.39,70,0.3,24.6
"NEUQUEN","58","Confluencia","035","08","02","U","580350802",NA,"580350802",580350802,7.75,2.67,0.38,65.74,61.08,0.9,16.5
"NEUQUEN","58","Confluencia","035","21","06","U","580352106",NA,"580352106",580352106,85.94,16.22,1.62,59.79,56.26,3.3,5.1
"NEUQUEN","58","Confluencia","035","03","13","U","580350313",NA,"580350313",580350313,115.58,18.2,2.66,61.39,57.31,0,2.5
"NEUQUEN","58","Confluencia","035","02","11","U","580350211",NA,"580350211",580350211,4.65,1.55,0.52,67.5,61.63,0.6,11
"NEUQUEN","58","Confluencia","035","08","04","U","580350804",NA,"580350804",580350804,24.42,5.38,0.77,67.95,62.32,0.8,10
"NEUQUEN","58","Confluencia","035","24","01","U","580352401",NA,"580352401",580352401,8.68,2.49,0.54,70.97,65.4,0.8,6.9
"NEUQUEN","58","Confluencia","035","22","03","U","580352203",NA,"580352203",580352203,57.58,12.18,1.28,69.35,66.13,3.3,21.7
"NEUQUEN","58","Confluencia","035","23","09","U","580352309",NA,"580352309",580352309,103.88,17.86,5.34,60.4,55.84,0,2.4
"NEUQUEN","58","Confluencia","035","07","01","M","580350701",NA,"580350701",580350701,27.45,6.82,1.14,69.64,62.85,1.8,5.4
"NEUQUEN","58","Confluencia","035","30","09","U","580353009",NA,"580353009",580353009,10,3.15,0,67.03,62.77,0,33
"NEUQUEN","58","Confluencia","035","08","03","U","580350803",NA,"580350803",580350803,25.52,5.68,0.47,70,65.18,0.6,4.6
"NEUQUEN","58","Confluencia","035","23","08","U","580352308",NA,"580352308",580352308,162.24,21.54,7.59,54.33,50.46,0.3,0.3
"NEUQUEN","58","Confluencia","035","24","02","U","580352402",NA,"580352402",580352402,14.83,3.87,0.88,60.69,55.2,1.1,2.9
"NEUQUEN","58","Confluencia","035","08","05","U","580350805",NA,"580350805",580350805,7.65,2.33,0.74,69.42,62.84,1.3,9.4
"NEUQUEN","58","Confluencia","035","21","08","U","580352108",NA,"580352108",580352108,132.28,21.05,3.83,53.23,48.53,2.8,2.6
"NEUQUEN","58","Confluencia","035","30","08","U","580353008",NA,"580353008",580353008,7.22,2.53,0.53,72.24,69.09,4,89.6
"NEUQUEN","58","Confluencia","035","30","07","U","580353007",NA,"580353007",580353007,4.46,1.64,0.36,69.23,64.84,1.8,89.6
"NEUQUEN","58","Confluencia","035","22","09","U","580352209",NA,"580352209",580352209,70.93,14.37,3.18,63.76,58.37,0.9,1.8
"NEUQUEN","58","Confluencia","035","21","07","U","580352107",NA,"580352107",580352107,76.19,15.11,2.95,57.89,52.53,2.1,7.9
"NEUQUEN","58","Confluencia","035","23","11","U","580352311",NA,"580352311",580352311,151.89,22.3,5.54,60.13,56.3,1.6,3.5
"NEUQUEN","58","Confluencia","035","22","08","U","580352208",NA,"580352208",580352208,69.44,14.37,4.21,56.62,51.35,0.8,1.1
"NEUQUEN","58","Confluencia","035","38","01","M","580353801",NA,"580353801",580353801,7.41,2.6,0.32,72.25,66.99,7.5,100
"NEUQUEN","58","Confluencia","035","24","08","U","580352408",NA,"580352408",580352408,9.71,3.03,0.27,65.33,59.32,0.6,6.8
"NEUQUEN","58","Confluencia","035","26","01","U","580352601",NA,"580352601",580352601,114.29,19.8,3.34,62.13,59.76,1.5,0.9
"NEUQUEN","58","Confluencia","035","24","06","U","580352406",NA,"580352406",580352406,13.96,3.68,0.94,68.39,63.33,0.8,20.4
"NEUQUEN","58","Confluencia","035","22","06","U","580352206",NA,"580352206",580352206,59.32,14.15,1.62,59,55.02,0.8,0.4
"NEUQUEN","58","Confluencia","035","24","07","U","580352407",NA,"580352407",580352407,16.27,4.98,1.01,65.13,59.49,1.2,8.6
"NEUQUEN","58","Confluencia","035","22","07","U","580352207",NA,"580352207",580352207,85.96,17.21,2.59,55.26,51.25,0.3,1.5
"NEUQUEN","58","Confluencia","035","31","01","U","580353101",NA,"580353101",580353101,90.36,14.45,1.73,60.05,56.66,1,3
"NEUQUEN","58","Confluencia","035","23","10","U","580352310",NA,"580352310",580352310,96.15,18.56,4.46,57.83,52.71,6.1,7.9
"NEUQUEN","58","Confluencia","035","18","05","U","580351805",NA,"580351805",580351805,8.99,3.04,0.49,71.73,65.9,1.2,98.4
"NEUQUEN","58","Confluencia","035","18","06","U","580351806",NA,"580351806",580351806,6.95,2.71,0,70.55,65.08,0.5,95.9
"NEUQUEN","58","Confluencia","035","18","07","U","580351807",NA,"580351807",580351807,14.41,3.97,0.87,69.22,65.72,1.5,79.7
"NEUQUEN","58","Confluencia","035","21","15","U","580352115",NA,"580352115",580352115,37.68,7.6,1.07,68.11,61.03,0.6,5.1
"NEUQUEN","58","Confluencia","035","37","01","U","580353701",NA,"580353701",580353701,7.26,2.13,0.47,69.02,63.44,2.8,96.4
"NEUQUEN","58","Confluencia","035","37","02","U","580353702",NA,"580353702",580353702,10.27,3.17,0.5,70.37,65.74,2.7,95.1
"NEUQUEN","58","Confluencia","035","37","03","U","580353703",NA,"580353703",580353703,18.04,4.65,0.8,73.37,69.66,0.8,83.3
"NEUQUEN","58","Confluencia","035","22","04","U","580352204",NA,"580352204",580352204,8.59,2.58,0.33,71.7,67.67,0.2,1
"NEUQUEN","58","Confluencia","035","38","04","U","580353804",NA,"580353804",580353804,21.05,5.28,1.13,69.7,67.24,3.2,94.6
"NEUQUEN","58","Confluencia","035","22","05","U","580352205",NA,"580352205",580352205,16.48,4.72,0.64,66.67,60.82,2.6,6.8
"NEUQUEN","58","Confluencia","035","31","04","U","580353104",NA,"580353104",580353104,181.94,25.69,5.49,51.75,48.25,0.9,3.2
"NEUQUEN","58","Confluencia","035","22","10","U","580352210",NA,"580352210",580352210,96.27,16.91,4.85,60.82,56.11,1.8,1.5
"NEUQUEN","58","Confluencia","035","24","04","U","580352404",NA,"580352404",580352404,13.04,3.54,0.52,70.8,64.86,2.5,18.6
"NEUQUEN","58","Confluencia","035","22","11","U","580352211",NA,"580352211",580352211,67.99,13.24,2.8,62.61,57.03,0.6,0.6
"NEUQUEN","58","Confluencia","035","08","07","U","580350807",NA,"580350807",580350807,28.52,5.92,1.05,70.16,64.42,1.1,2.3
"NEUQUEN","58","Confluencia","035","09","01","U","580350901",NA,"580350901",580350901,16.85,4.64,0.3,69.24,62.05,1,2.6
"NEUQUEN","58","Confluencia","035","09","02","U","580350902",NA,"580350902",580350902,34.16,6.97,0.81,66.88,61.12,1.8,1.5
"NEUQUEN","58","Confluencia","035","08","06","U","580350806",NA,"580350806",580350806,28.48,6.3,0.56,71.13,66.02,1.4,2.7
"NEUQUEN","58","Confluencia","035","24","05","U","580352405",NA,"580352405",580352405,22.88,5.17,1.25,65.86,62.61,0.6,1
"NEUQUEN","58","Confluencia","035","24","03","U","580352403",NA,"580352403",580352403,11.11,3.12,0.42,71.69,66.81,2.1,8.8
"NEUQUEN","58","Confluencia","035","24","14","U","580352414",NA,"580352414",580352414,13.59,3.29,0.53,67.45,64.25,0.8,1.9
"NEUQUEN","58","Confluencia","035","21","14","U","580352114",NA,"580352114",580352114,50.65,11.1,1.9,62.56,57.3,1.4,5.2
"NEUQUEN","58","Confluencia","035","21","13","U","580352113",NA,"580352113",580352113,54.98,11.76,1.67,61.85,57.46,1,2.9
"NEUQUEN","58","Confluencia","035","26","02","U","580352602",NA,"580352602",580352602,130.28,20.33,4.51,59.85,56.5,0.8,1.3
"NEUQUEN","58","Confluencia","035","24","18","U","580352418",NA,"580352418",580352418,14.29,4.07,0.86,69.48,65.41,1.2,26.4
"NEUQUEN","58","Confluencia","035","08","09","U","580350809",NA,"580350809",580350809,17.77,4.81,0.85,65.26,60.17,2.5,9.3
"NEUQUEN","58","Confluencia","035","21","16","U","580352116",NA,"580352116",580352116,28.68,7.19,0.76,61.47,56.69,3,4.2
"NEUQUEN","58","Confluencia","035","09","03","U","580350903",NA,"580350903",580350903,55.46,10.06,1.37,65.45,59.23,1.3,2.7
"NEUQUEN","58","Confluencia","035","08","08","U","580350808",NA,"580350808",580350808,57.45,7.36,1.63,65.27,59.38,0.4,2
"NEUQUEN","58","Confluencia","035","21","09","U","580352109",NA,"580352109",580352109,7.96,2.32,0.14,72.19,69.23,0.8,0.4
"NEUQUEN","58","Confluencia","035","26","03","U","580352603",NA,"580352603",580352603,83.85,16.32,4.64,61.3,57.87,0,2
"NEUQUEN","58","Confluencia","035","31","09","U","580353109",NA,"580353109",580353109,110.53,15.61,2.6,74.68,66.95,4.3,8
"NEUQUEN","58","Confluencia","035","21","11","U","580352111",NA,"580352111",580352111,78.64,14.31,0.88,60.93,54.78,3.5,11
"NEUQUEN","58","Confluencia","035","24","09","U","580352409",NA,"580352409",580352409,4.49,1.78,0.45,72.25,66.85,2.3,56.3
"NEUQUEN","58","Confluencia","035","31","02","U","580353102",NA,"580353102",580353102,10.62,3.3,0.23,64.85,57.95,0.8,8.8
"NEUQUEN","58","Confluencia","035","24","15","U","580352415",NA,"580352415",580352415,24.9,5.78,0.47,69.3,63.59,0.9,3
"NEUQUEN","58","Confluencia","035","24","17","U","580352417",NA,"580352417",580352417,16.91,4.92,0.7,69.47,64.31,1.8,16.4
"NEUQUEN","58","Confluencia","035","26","07","U","580352607",NA,"580352607",580352607,117.82,17.89,2.86,55.29,51.65,0,1.5
"NEUQUEN","58","Confluencia","035","38","03","M","580353803",NA,"580353803",580353803,18.94,5,0.09,68.17,64.47,11.6,92.3
"NEUQUEN","58","Confluencia","035","31","03","U","580353103",NA,"580353103",580353103,19.61,5.15,0.22,73.55,68.02,3.4,7.5
"NEUQUEN","58","Confluencia","035","09","19","U","580350919",NA,"580350919",580350919,37.11,9.16,1.24,67.95,62.68,1.8,4.1
"NEUQUEN","58","Confluencia","035","21","12","U","580352112",NA,"580352112",580352112,17.42,4.39,0.48,60.25,55.53,0.9,2.4
"NEUQUEN","58","Confluencia","035","22","14","U","580352214",NA,"580352214",580352214,75.47,14.53,4.12,58.17,53.61,1,2.4
"NEUQUEN","58","Confluencia","035","09","04","U","580350904",NA,"580350904",580350904,45.49,9.04,1.33,63.78,58.46,9.2,13.3
"NEUQUEN","58","Confluencia","035","09","05","U","580350905",NA,"580350905",580350905,40,7.7,0.96,66.95,61.11,1.1,1.1
"NEUQUEN","58","Confluencia","035","31","10","U","580353110",NA,"580353110",580353110,152.24,20.16,3.56,64.63,58.05,1.4,1
"NEUQUEN","58","Confluencia","035","26","04","U","580352604",NA,"580352604",580352604,101.89,16.74,4.96,58.95,53.47,1.8,1.3
"NEUQUEN","58","Confluencia","035","21","10","U","580352110",NA,"580352110",580352110,22.07,4.8,0.75,64.85,59.4,0.9,2.3
"NEUQUEN","58","Confluencia","035","08","10","U","580350810",NA,"580350810",580350810,28.34,6.25,0.47,68.53,62.94,5.8,24.7
"NEUQUEN","58","Confluencia","035","21","17","U","580352117",NA,"580352117",580352117,16.54,4.63,0.63,70,65.43,5.8,5.9
"NEUQUEN","58","Confluencia","035","37","05","U","580353705",NA,"580353705",580353705,10.9,3.62,0.5,66.91,64.21,2.1,97.4
"NEUQUEN","58","Confluencia","035","37","04","U","580353704",NA,"580353704",580353704,6.69,2.18,0.24,67.12,63.03,1.7,92.8
"NEUQUEN","58","Confluencia","035","38","05","U","580353805",NA,"580353805",580353805,12.76,3.81,0.76,74.04,71.28,3.6,97.3
"NEUQUEN","58","Confluencia","035","38","02","M","580353802",NA,"580353802",580353802,21.64,5.42,0.56,65.87,61.81,3.9,81.2
"NEUQUEN","58","Confluencia","035","24","16","U","580352416",NA,"580352416",580352416,16.11,3.74,0,69.09,62.31,0.5,2.4
"NEUQUEN","58","Confluencia","035","22","13","U","580352213",NA,"580352213",580352213,80.54,15.87,1.85,54.52,51.77,0.4,0
"NEUQUEN","58","Confluencia","035","24","10","U","580352410",NA,"580352410",580352410,16.08,3.75,0.73,64.55,58.52,0,2.5
"NEUQUEN","58","Confluencia","035","09","06","U","580350906",NA,"580350906",580350906,18.71,4.44,0.46,67.38,63.09,0.9,0.5
"NEUQUEN","58","Confluencia","035","08","13","U","580350813",NA,"580350813",580350813,60.61,11.79,1.3,62.93,56.9,0.7,0.7
"NEUQUEN","58","Confluencia","035","08","12","U","580350812",NA,"580350812",580350812,22.38,5.96,0.56,69.68,65.04,1.1,34.5
"NEUQUEN","58","Confluencia","035","09","09","U","580350909",NA,"580350909",580350909,69.59,11.3,1.67,67.13,60.51,0.7,1.1
"NEUQUEN","58","Confluencia","035","08","11","U","580350811",NA,"580350811",580350811,45.78,10.24,1.38,62.07,56.44,0.9,2.7
"NEUQUEN","58","Confluencia","035","24","19","U","580352419",NA,"580352419",580352419,10.93,3.06,0.45,71.43,65.2,1.4,61.8
"NEUQUEN","58","Confluencia","035","26","08","U","580352608",NA,"580352608",580352608,98.54,16.28,0.97,58.3,55.32,1.5,2.2
"NEUQUEN","58","Confluencia","035","29","01","U","580352901",NA,"580352901",580352901,150,15.19,0.63,53.5,47.55,0.7,1.4
"NEUQUEN","58","Confluencia","035","07","02","U","580350702",NA,"580350702",580350702,157.35,21.75,3.86,55.94,51.52,1,3.4
"NEUQUEN","58","Confluencia","035","31","11","U","580353111",NA,"580353111",580353111,107.53,17.89,3.94,65.82,63.06,2.9,3.7
"NEUQUEN","58","Confluencia","035","26","05","U","580352605",NA,"580352605",580352605,79.5,15.72,3.69,58.13,53.46,0.3,0.7
"NEUQUEN","58","Confluencia","035","29","03","U","580352903",NA,"580352903",580352903,29.1,6.64,0.56,66.35,61.98,0.3,4.8
"NEUQUEN","58","Confluencia","035","22","12","U","580352212",NA,"580352212",580352212,20.41,6.65,0.89,54.72,51.89,0.7,0.7
"NEUQUEN","58","Confluencia","035","02","17","U","580350217",NA,"580350217",580350217,45.35,10.43,1.07,62.46,60.41,1.6,3.1
"NEUQUEN","58","Confluencia","035","09","10","U","580350910",NA,"580350910",580350910,39.22,9.02,1.2,70.17,66.16,1.3,0
"NEUQUEN","58","Confluencia","035","22","22","U","580352222",NA,"580352222",580352222,17.26,4.19,0.43,63.43,59.33,0.4,3.6
"NEUQUEN","58","Confluencia","035","37","06","U","580353706",NA,"580353706",580353706,14.91,3.86,0.48,69.53,64.54,3.8,18.8
"NEUQUEN","58","Confluencia","035","22","15","U","580352215",NA,"580352215",580352215,54.96,11.59,3.38,61.55,58.37,0.4,0.9
"NEUQUEN","58","Confluencia","035","24","11","U","580352411",NA,"580352411",580352411,66.93,12.35,1.18,64.88,58,1.8,3.1
"NEUQUEN","58","Confluencia","035","21","18","U","580352118",NA,"580352118",580352118,10.2,2.98,0.2,66.58,61.92,7.2,3.9
"NEUQUEN","58","Confluencia","035","07","03","U","580350703",NA,"580350703",580350703,48.15,9.73,1,66.56,61.04,1.2,1.8
"NEUQUEN","58","Confluencia","035","31","12","U","580353112",NA,"580353112",580353112,99.15,18.38,5.55,64.63,60.61,1.8,2.8
"NEUQUEN","58","Confluencia","035","09","07","U","580350907",NA,"580350907",580350907,45.6,8.64,1.67,68.65,63.53,0.3,1.1
